"zip","title","timeStamp","time"
19090,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:07:00",2016-02-24 20:07:00
19525,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:07:00",2016-02-24 20:07:00
19006,"Fire: FIRE INVESTIGATION","2016-02-24 20:07:00",2016-02-24 20:07:00
19027,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:07:01",2016-02-24 20:07:01
19040,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 20:07:03",2016-02-24 20:07:03
NA,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:07:03",2016-02-24 20:07:03
19428,"Fire: FIRE ALARM","2016-02-24 20:12:01",2016-02-24 20:12:01
19401,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:12:02",2016-02-24 20:12:02
19401,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:12:02",2016-02-24 20:12:02
NA,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:12:02",2016-02-24 20:12:02
19444,"EMS: HEAD INJURY","2016-02-24 20:12:03",2016-02-24 20:12:03
19038,"EMS: SUBJECT IN PAIN","2016-02-24 20:12:03",2016-02-24 20:12:03
NA,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:12:04",2016-02-24 20:12:04
NA,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:12:04",2016-02-24 20:12:04
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:12:04",2016-02-24 20:12:04
19038,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:12:04",2016-02-24 20:12:04
19464,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:16:01",2016-02-24 20:16:01
19401,"EMS: HEMORRHAGING","2016-02-24 20:17:01",2016-02-24 20:17:01
19403,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:17:01",2016-02-24 20:17:01
19038,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:17:01",2016-02-24 20:17:01
19438,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:17:02",2016-02-24 20:17:02
19454,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:21:00",2016-02-24 20:21:00
NA,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:22:01",2016-02-24 20:22:01
19422,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:22:02",2016-02-24 20:22:02
19038,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:22:03",2016-02-24 20:22:03
19440,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:22:04",2016-02-24 20:22:04
19040,"Fire: FIRE ALARM","2016-02-24 20:26:02",2016-02-24 20:26:02
19403,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:27:00",2016-02-24 20:27:00
19403,"EMS: UNCONSCIOUS SUBJECT","2016-02-24 20:27:01",2016-02-24 20:27:01
19046,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:27:01",2016-02-24 20:27:01
19422,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:31:01",2016-02-24 20:31:01
19027,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:31:02",2016-02-24 20:31:02
19403,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:32:01",2016-02-24 20:32:01
18074,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:32:01",2016-02-24 20:32:01
19027,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:32:02",2016-02-24 20:32:02
19038,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:32:02",2016-02-24 20:32:02
18964,"EMS: DIABETIC EMERGENCY","2016-02-24 20:37:00",2016-02-24 20:37:00
19428,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:37:01",2016-02-24 20:37:01
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:37:01",2016-02-24 20:37:01
19422,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:37:01",2016-02-24 20:37:01
19001,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:41:00",2016-02-24 20:41:00
19038,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:41:01",2016-02-24 20:41:01
19040,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:42:00",2016-02-24 20:42:00
19027,"Fire: FIRE ALARM","2016-02-24 20:42:00",2016-02-24 20:42:00
19001,"Fire: FIRE ALARM","2016-02-24 20:42:01",2016-02-24 20:42:01
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 20:42:02",2016-02-24 20:42:02
19426,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:42:02",2016-02-24 20:42:02
19046,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:42:02",2016-02-24 20:42:02
19428,"Fire: FIRE ALARM","2016-02-24 20:47:00",2016-02-24 20:47:00
19006,"EMS: CARDIAC EMERGENCY","2016-02-24 20:47:01",2016-02-24 20:47:01
19428,"EMS: OVERDOSE","2016-02-24 20:47:01",2016-02-24 20:47:01
NA,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 20:47:01",2016-02-24 20:47:01
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:47:02",2016-02-24 20:47:02
19426,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:47:02",2016-02-24 20:47:02
19422,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:47:02",2016-02-24 20:47:02
19446,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:47:02",2016-02-24 20:47:02
19525,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 20:51:02",2016-02-24 20:51:02
NA,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:51:02",2016-02-24 20:51:02
19464,"EMS: RESCUE - WATER","2016-02-24 20:52:00",2016-02-24 20:52:00
19464,"Fire: RESCUE - WATER","2016-02-24 20:52:00",2016-02-24 20:52:00
19438,"Traffic: VEHICLE ACCIDENT -","2016-02-24 20:52:00",2016-02-24 20:52:00
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 20:52:01",2016-02-24 20:52:01
19464,"Fire: FIRE INVESTIGATION","2016-02-24 20:57:01",2016-02-24 20:57:01
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 20:57:01",2016-02-24 20:57:01
19031,"Traffic: ROAD OBSTRUCTION -","2016-02-24 20:57:01",2016-02-24 20:57:01
19002,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:01:02",2016-02-24 21:01:02
19095,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:02:01",2016-02-24 21:02:01
19046,"Fire: FIRE INVESTIGATION","2016-02-24 21:02:01",2016-02-24 21:02:01
19422,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:02:02",2016-02-24 21:02:02
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:02:03",2016-02-24 21:02:03
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:02:03",2016-02-24 21:02:03
19454,"Fire: FIRE ALARM","2016-02-24 21:07:00",2016-02-24 21:07:00
19464,"EMS: RESCUE - WATER","2016-02-24 21:07:01",2016-02-24 21:07:01
19464,"Fire: RESCUE - WATER","2016-02-24 21:07:01",2016-02-24 21:07:01
19446,"Traffic: DISABLED VEHICLE -","2016-02-24 21:07:01",2016-02-24 21:07:01
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:07:02",2016-02-24 21:07:02
19001,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:07:02",2016-02-24 21:07:02
19031,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:07:02",2016-02-24 21:07:02
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:11:01",2016-02-24 21:11:01
19027,"Fire: BUILDING FIRE","2016-02-24 21:12:01",2016-02-24 21:12:01
NA,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:12:01",2016-02-24 21:12:01
19072,"EMS: ALTERED MENTAL STATUS","2016-02-24 21:12:02",2016-02-24 21:12:02
19464,"EMS: RESCUE - WATER","2016-02-24 21:12:02",2016-02-24 21:12:02
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:12:02",2016-02-24 21:12:02
NA,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:12:02",2016-02-24 21:12:02
NA,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:12:02",2016-02-24 21:12:02
19012,"Fire: FIRE INVESTIGATION","2016-02-24 21:17:01",2016-02-24 21:17:01
19075,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:17:02",2016-02-24 21:17:02
19096,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:17:03",2016-02-24 21:17:03
19464,"Fire: FIRE POLICE NEEDED","2016-02-24 21:21:01",2016-02-24 21:21:01
19426,"Traffic: DISABLED VEHICLE -","2016-02-24 21:21:01",2016-02-24 21:21:01
19525,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:21:01",2016-02-24 21:21:01
19025,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:21:02",2016-02-24 21:21:02
19027,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:22:01",2016-02-24 21:22:01
19038,"EMS: UNRESPONSIVE SUBJECT","2016-02-24 21:22:02",2016-02-24 21:22:02
18964,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:22:02",2016-02-24 21:22:02
19046,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:22:03",2016-02-24 21:22:03
18964,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:27:02",2016-02-24 21:27:02
19090,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:27:02",2016-02-24 21:27:02
19464,"Fire: FIRE INVESTIGATION","2016-02-24 21:27:02",2016-02-24 21:27:02
19027,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:27:03",2016-02-24 21:27:03
NA,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:27:03",2016-02-24 21:27:03
18041,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:27:03",2016-02-24 21:27:03
19046,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:27:03",2016-02-24 21:27:03
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:27:04",2016-02-24 21:27:04
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:27:04",2016-02-24 21:27:04
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:27:04",2016-02-24 21:27:04
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:27:04",2016-02-24 21:27:04
19090,"Fire: BUILDING FIRE","2016-02-24 21:31:01",2016-02-24 21:31:01
NA,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:31:02",2016-02-24 21:31:02
19464,"Fire: FIRE INVESTIGATION","2016-02-24 21:32:00",2016-02-24 21:32:00
NA,"Fire: FIRE INVESTIGATION","2016-02-24 21:32:00",2016-02-24 21:32:00
NA,"Traffic: DISABLED VEHICLE -","2016-02-24 21:32:01",2016-02-24 21:32:01
19525,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:32:01",2016-02-24 21:32:01
18964,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:36:01",2016-02-24 21:36:01
18964,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:36:02",2016-02-24 21:36:02
19438,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:36:02",2016-02-24 21:36:02
19464,"Fire: FIRE INVESTIGATION","2016-02-24 21:36:02",2016-02-24 21:36:02
19038,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:36:03",2016-02-24 21:36:03
18964,"Fire: RESCUE - GENERAL","2016-02-24 21:37:01",2016-02-24 21:37:01
NA,"Fire: UNKNOWN TYPE FIRE","2016-02-24 21:37:01",2016-02-24 21:37:01
18964,"EMS: RESCUE - GENERAL","2016-02-24 21:37:02",2016-02-24 21:37:02
19027,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:37:02",2016-02-24 21:37:02
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:37:03",2016-02-24 21:37:03
NA,"Traffic: VEHICLE ACCIDENT -","2016-02-24 21:37:03",2016-02-24 21:37:03
19403,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:42:01",2016-02-24 21:42:01
19040,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:42:01",2016-02-24 21:42:01
18070,"Fire: FIRE INVESTIGATION","2016-02-24 21:42:01",2016-02-24 21:42:01
19454,"EMS: RESPIRATORY EMERGENCY","2016-02-24 21:42:02",2016-02-24 21:42:02
19001,"Fire: FIRE ALARM","2016-02-24 21:42:02",2016-02-24 21:42:02
19403,"Fire: FIRE INVESTIGATION","2016-02-24 21:42:02",2016-02-24 21:42:02
19525,"EMS: OVERDOSE","2016-02-24 21:42:03",2016-02-24 21:42:03
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:42:03",2016-02-24 21:42:03
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:42:03",2016-02-24 21:42:03
19465,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:42:03",2016-02-24 21:42:03
NA,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:42:04",2016-02-24 21:42:04
19468,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:42:05",2016-02-24 21:42:05
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:42:05",2016-02-24 21:42:05
18964,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:42:05",2016-02-24 21:42:05
NA,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:46:03",2016-02-24 21:46:03
19095,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:46:03",2016-02-24 21:46:03
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:46:04",2016-02-24 21:46:04
19044,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:46:04",2016-02-24 21:46:04
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:46:05",2016-02-24 21:46:05
19006,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 21:47:01",2016-02-24 21:47:01
19403,"Fire: FIRE ALARM","2016-02-24 21:47:01",2016-02-24 21:47:01
19525,"Fire: FIRE INVESTIGATION","2016-02-24 21:47:01",2016-02-24 21:47:01
19002,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:47:02",2016-02-24 21:47:02
19090,"Fire: BUILDING FIRE","2016-02-24 21:51:01",2016-02-24 21:51:01
19464,"Fire: FIRE INVESTIGATION","2016-02-24 21:51:01",2016-02-24 21:51:01
19403,"EMS: UNKNOWN MEDICAL EMERGENCY","2016-02-24 21:51:02",2016-02-24 21:51:02
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:51:02",2016-02-24 21:51:02
19454,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:51:02",2016-02-24 21:51:02
19096,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:51:02",2016-02-24 21:51:02
19044,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:51:02",2016-02-24 21:51:02
19464,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:51:02",2016-02-24 21:51:02
19003,"Fire: UNKNOWN TYPE FIRE","2016-02-24 21:52:01",2016-02-24 21:52:01
19025,"EMS: MEDICAL ALERT ALARM","2016-02-24 21:52:02",2016-02-24 21:52:02
19044,"EMS: VEHICLE ACCIDENT","2016-02-24 21:52:02",2016-02-24 21:52:02
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:52:02",2016-02-24 21:52:02
19003,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:52:03",2016-02-24 21:52:03
19044,"Traffic: VEHICLE ACCIDENT -","2016-02-24 21:52:03",2016-02-24 21:52:03
19446,"Fire: FIRE ALARM","2016-02-24 21:56:00",2016-02-24 21:56:00
19034,"Fire: FIRE INVESTIGATION","2016-02-24 21:56:00",2016-02-24 21:56:00
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 21:56:02",2016-02-24 21:56:02
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 21:56:02",2016-02-24 21:56:02
19066,"Traffic: ROAD OBSTRUCTION -","2016-02-24 21:56:03",2016-02-24 21:56:03
19046,"Fire: FIRE INVESTIGATION","2016-02-24 21:57:01",2016-02-24 21:57:01
19046,"EMS: FIRE INVESTIGATION","2016-02-24 21:57:02",2016-02-24 21:57:02
19446,"Traffic: DISABLED VEHICLE -","2016-02-24 21:57:02",2016-02-24 21:57:02
19025,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:01:01",2016-02-24 22:01:01
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:01:02",2016-02-24 22:01:02
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:01:02",2016-02-24 22:01:02
NA,"Fire: FIRE POLICE NEEDED","2016-02-24 22:02:00",2016-02-24 22:02:00
19006,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 22:02:01",2016-02-24 22:02:01
19006,"Fire: FIRE INVESTIGATION","2016-02-24 22:02:01",2016-02-24 22:02:01
19464,"Fire: FIRE INVESTIGATION","2016-02-24 22:02:01",2016-02-24 22:02:01
19090,"EMS: FALL VICTIM","2016-02-24 22:02:02",2016-02-24 22:02:02
19422,"Traffic: VEHICLE ACCIDENT -","2016-02-24 22:02:02",2016-02-24 22:02:02
19465,"Traffic: DISABLED VEHICLE -","2016-02-24 22:06:01",2016-02-24 22:06:01
19096,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:06:01",2016-02-24 22:06:01
19001,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 22:07:00",2016-02-24 22:07:00
19464,"Fire: FIRE INVESTIGATION","2016-02-24 22:07:00",2016-02-24 22:07:00
19464,"Fire: FIRE INVESTIGATION","2016-02-24 22:07:00",2016-02-24 22:07:00
19446,"EMS: MEDICAL ALERT ALARM","2016-02-24 22:07:02",2016-02-24 22:07:02
19428,"Traffic: DISABLED VEHICLE -","2016-02-24 22:07:02",2016-02-24 22:07:02
NA,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:07:02",2016-02-24 22:07:02
19454,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:07:02",2016-02-24 22:07:02
18073,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:07:02",2016-02-24 22:07:02
19525,"Fire: PUMP DETAIL","2016-02-24 22:11:01",2016-02-24 22:11:01
19446,"EMS: MEDICAL ALERT ALARM","2016-02-24 22:11:02",2016-02-24 22:11:02
19465,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:11:02",2016-02-24 22:11:02
19031,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:11:02",2016-02-24 22:11:02
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:11:03",2016-02-24 22:11:03
19090,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 22:12:00",2016-02-24 22:12:00
19464,"Fire: FIRE INVESTIGATION","2016-02-24 22:12:00",2016-02-24 22:12:00
19525,"Fire: FIRE POLICE NEEDED","2016-02-24 22:12:01",2016-02-24 22:12:01
19446,"EMS: UNKNOWN MEDICAL EMERGENCY","2016-02-24 22:12:02",2016-02-24 22:12:02
NA,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:12:02",2016-02-24 22:12:02
19046,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 22:16:01",2016-02-24 22:16:01
18074,"Traffic: DISABLED VEHICLE -","2016-02-24 22:16:02",2016-02-24 22:16:02
19040,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:16:02",2016-02-24 22:16:02
18073,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:16:02",2016-02-24 22:16:02
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:16:02",2016-02-24 22:16:02
19006,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 22:17:00",2016-02-24 22:17:00
19046,"Fire: ELECTRICAL FIRE OUTSIDE","2016-02-24 22:17:00",2016-02-24 22:17:00
19403,"EMS: MEDICAL ALERT ALARM","2016-02-24 22:17:01",2016-02-24 22:17:01
NA,"Traffic: DISABLED VEHICLE -","2016-02-24 22:17:02",2016-02-24 22:17:02
19027,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:17:02",2016-02-24 22:17:02
NA,"EMS: VEHICLE ACCIDENT","2016-02-24 22:21:01",2016-02-24 22:21:01
19472,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:21:01",2016-02-24 22:21:01
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:21:02",2016-02-24 22:21:02
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:21:02",2016-02-24 22:21:02
19444,"Traffic: DISABLED VEHICLE -","2016-02-24 22:21:03",2016-02-24 22:21:03
19031,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:21:03",2016-02-24 22:21:03
19464,"Fire: FIRE INVESTIGATION","2016-02-24 22:22:02",2016-02-24 22:22:02
19464,"Fire: PUMP DETAIL","2016-02-24 22:22:02",2016-02-24 22:22:02
19426,"Traffic: DISABLED VEHICLE -","2016-02-24 22:22:03",2016-02-24 22:22:03
NA,"Traffic: DISABLED VEHICLE -","2016-02-24 22:22:03",2016-02-24 22:22:03
NA,"Traffic: DISABLED VEHICLE -","2016-02-24 22:22:03",2016-02-24 22:22:03
19046,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:22:03",2016-02-24 22:22:03
NA,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:26:02",2016-02-24 22:26:02
19525,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:26:03",2016-02-24 22:26:03
19406,"EMS: ALTERED MENTAL STATUS","2016-02-24 22:27:01",2016-02-24 22:27:01
19401,"EMS: ASSAULT VICTIM","2016-02-24 22:27:01",2016-02-24 22:27:01
NA,"Traffic: DISABLED VEHICLE -","2016-02-24 22:27:02",2016-02-24 22:27:02
19038,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:27:02",2016-02-24 22:27:02
19405,"EMS: CARDIAC EMERGENCY","2016-02-24 22:32:01",2016-02-24 22:32:01
19002,"Fire: CARBON MONOXIDE DETECTOR","2016-02-24 22:32:01",2016-02-24 22:32:01
19006,"Fire: FIRE SPECIAL SERVICE","2016-02-24 22:32:01",2016-02-24 22:32:01
19085,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:32:02",2016-02-24 22:32:02
19440,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:32:02",2016-02-24 22:32:02
19003,"EMS: CVA/STROKE","2016-02-24 22:37:02",2016-02-24 22:37:02
19001,"Traffic: DISABLED VEHICLE -","2016-02-24 22:37:02",2016-02-24 22:37:02
19006,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:37:02",2016-02-24 22:37:02
19085,"Traffic: DISABLED VEHICLE -","2016-02-24 22:42:02",2016-02-24 22:42:02
19006,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:42:02",2016-02-24 22:42:02
19040,"Fire: CARBON MONOXIDE DETECTOR","2016-02-24 22:46:02",2016-02-24 22:46:02
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:46:03",2016-02-24 22:46:03
18070,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:46:03",2016-02-24 22:46:03
19006,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:46:03",2016-02-24 22:46:03
19085,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:46:03",2016-02-24 22:46:03
19464,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:47:01",2016-02-24 22:47:01
19006,"Traffic: HAZARDOUS ROAD CONDITIONS -","2016-02-24 22:51:00",2016-02-24 22:51:00
19066,"Fire: FIRE INVESTIGATION","2016-02-24 22:52:01",2016-02-24 22:52:01
19403,"Traffic: ROAD OBSTRUCTION -","2016-02-24 22:52:01",2016-02-24 22:52:01
19525,"Fire: PUMP DETAIL","2016-02-24 22:56:00",2016-02-24 22:56:00
NA,"Traffic: DISABLED VEHICLE -","2016-02-24 22:57:01",2016-02-24 22:57:01
19096,"Fire: FIRE INVESTIGATION","2016-02-24 23:01:01",2016-02-24 23:01:01
NA,"Fire: WOODS/FIELD FIRE","2016-02-24 23:01:01",2016-02-24 23:01:01
18070,"Fire: FIRE INVESTIGATION","2016-02-24 23:02:01",2016-02-24 23:02:01
19401,"Fire: WOODS/FIELD FIRE","2016-02-24 23:02:02",2016-02-24 23:02:02
19464,"Traffic: DISABLED VEHICLE -","2016-02-24 23:02:03",2016-02-24 23:02:03
19118,"Traffic: DISABLED VEHICLE -","2016-02-24 23:02:03",2016-02-24 23:02:03
19401,"Fire: WOODS/FIELD FIRE","2016-02-24 23:07:01",2016-02-24 23:07:01
